Gene,logFC,padj,p_value
ROBO3,-0.6476554,NA,5.65E-01
ROBO4,0.0505249,NA,9.73E-01
SLC37A2,-0.0839739,NA,9.53E-01
PKNOX2,-0.9261519,NA,5.96E-01
FEZ1,-0.5664588,NA,7.16E-01
DDX25,0.6672849,NA,6.82E-01
VSIG10L2,-1.6583172,NA,3.46E-01
CDON,-2.4716287,NA,3.94E-02
DCPS,0.6492434,NA,6.89E-01
KIRREL3,-0.1684187,NA,9.22E-01
LOC105369561,-3.147701,NA,1.25E-01
LOC105369559,-1.3326948,NA,3.79E-01
ETS1,1.0488628,NA,5.01E-01
LOC105369568,-1.1259731,NA,4.82E-01
FLI1,-0.0543678,NA,9.79E-01
KCNJ5,0.4487382,NA,7.67E-01
KCNJ5-AS1,-1.1837701,NA,5.11E-01
ARHGAP32,-0.0422337,NA,9.76E-01
NFRKB,-0.3223721,NA,8.56E-01
PRDM10,-0.2240649,NA,8.77E-01
APLP2,-0.4740679,NA,6.71E-01
ST14,-0.2657827,NA,8.25E-01
ZBTB44,1.5624046,NA,3.45E-01
ADAMTS15,-0.8218619,NA,6.40E-01
LOC105369574,2.0442439,NA,1.84E-01
LOC105369576,-1.896074,NA,2.35E-01
SNX19,-1.265579,NA,3.48E-01
NTM,-0.7329066,NA,5.50E-01
OPCML,-0.9862083,NA,4.48E-01
MIR4697HG,-1.568283,NA,3.53E-01
JAM3,-0.9108675,NA,5.84E-01
NCAPD3,-0.5334332,NA,6.88E-01
VPS26B,0.1821828,NA,9.25E-01
GLB1L3,0.5849166,NA,7.05E-01
GLB1L2,-0.3107185,NA,8.25E-01
B3GAT1,-0.2487588,NA,8.25E-01
LINC02714,-0.2589113,NA,8.56E-01
LOC102724852,2.4877542,NA,2.72E-01
WASH8P,1.8642509,NA,2.03E-01
IQSEC3,-0.5830522,NA,5.56E-01
IQSEC3-AS1,-1.3081206,NA,4.14E-01
KDM5A,0.7708952,NA,7.03E-01
B4GALNT3,0.3553896,NA,7.52E-01
ERC1,0.1610425,NA,9.13E-01
WNT5B,-2.0188238,NA,2.02E-01
FBXL14,0.4570513,NA,8.12E-01
CACNA2D4,0.6948979,NA,4.95E-01
LRTM2,-0.3189238,NA,8.47E-01
FKBP4,0.2488554,NA,8.77E-01
ITFG2,2.436005,NA,6.36E-02
TEAD4,0.7757641,NA,6.66E-01
TSPAN9,1.777223,NA,1.36E-01
LINC02827,-0.2219813,NA,8.46E-01
PRMT8,-0.1638143,NA,9.21E-01
CRACR2A,0.8337375,NA,4.77E-01
LOC105369608,-1.3646703,NA,4.10E-01
CCND2,-1.5991095,NA,2.23E-01
TIGAR,-0.0038746,NA,9.98E-01
NDUFA9,0.4124621,NA,7.75E-01
KCNA6,-0.5657451,NA,6.45E-01
KCNA1,0.3764985,NA,7.75E-01
LOC100507560,-0.3579735,NA,8.79E-01
ANO2,0.8985527,NA,4.46E-01
VWF,0.4965254,NA,6.55E-01
CD9,-1.0059886,NA,5.35E-01
PLEKHG6,-1.1245752,NA,4.75E-01
CD27-AS1,-0.3791075,NA,8.58E-01
GAPDH,1.3506623,NA,3.43E-01
IFFO1,0.7660538,NA,5.59E-01
CHD4,0.3107755,NA,8.11E-01
COPS7A,0.731611,NA,5.98E-01
CD4,0.3513731,NA,8.32E-01
GPR162,0.1190663,NA,9.41E-01
P3H3,1.1163003,NA,4.84E-01
USP5,1.8840376,NA,3.12E-01
ENO2,0.0537631,NA,9.71E-01
ATN1,0.3366131,NA,8.29E-01
PTPN6,0.5150148,NA,7.32E-01
C1S,-0.853539,NA,5.93E-01
C1R,-0.5079712,NA,7.36E-01
C1RL,-0.2435298,NA,8.94E-01
C1RL-AS1,0.9429847,NA,4.98E-01
CLSTN3,-0.6738751,NA,6.56E-01
PEX5,-1.8079687,NA,1.57E-01
CD163L1,0.8634169,NA,6.06E-01
SLC2A14,2.3433096,NA,2.21E-01
SLC2A3,-0.3309694,NA,8.48E-01
FAM66C,2.5870472,NA,1.65E-01
FAM90A1,-0.4966961,NA,7.71E-01
PHC1,-1.8217503,NA,1.83E-01
A2M,1.4279696,NA,4.01E-01
PZP,0.8433663,NA,6.72E-01
LOC642846,-0.3508178,NA,8.02E-01
DDX12P,-0.88756,NA,4.82E-01
LOC408186,-1.5589984,NA,2.72E-01
CLEC2D,-1.8201182,NA,2.77E-01
KLRD1,-1.2324189,NA,4.33E-01
STYK1,2.3491438,NA,1.89E-01
YBX3,0.6491831,NA,6.50E-01
ETV6,2.4134717,NA,1.38E-01
BORCS5,-2.3229097,NA,1.29E-01
DUSP16,-0.3740793,NA,8.34E-01
GPRC5A,-0.4959523,NA,6.94E-01
GSG1,-3.8675929,NA,9.88E-03
WBP11,-1.7747672,NA,1.93E-01
PTPRO,-0.0688418,NA,9.57E-01
EPS8,-2.4966706,NA,9.67E-02
LMO3,-1.195758,NA,5.32E-01
PLEKHA5,-2.3769775,NA,1.33E-01
SLCO1A2,0.2619148,NA,8.88E-01
LDHB,2.3769856,NA,9.63E-02
ABCC9,-2.3703512,NA,1.07E-01
C2CD5,-0.8897158,NA,6.36E-01
ETNK1,-0.4470723,NA,7.84E-01
SOX5,-0.695985,NA,4.83E-01
LMNTD1,-1.3775731,NA,4.45E-01
RASSF8,-3.2980471,NA,2.73E-02
ITPR2,-0.5913737,NA,5.99E-01
TM7SF3,-0.0555289,NA,9.76E-01
BMAL2,0.8141175,NA,5.85E-01
SMCO2,-2.4831038,NA,1.71E-01
OVCH1,-0.9959066,NA,5.94E-01
TMTC1,-1.7254286,NA,2.37E-01
CAPRIN2,-0.3621202,NA,8.61E-01
TSPAN11,0.6197481,NA,6.72E-01
DDX11,-0.4795732,NA,6.04E-01
OVOS2,-0.1813323,NA,9.13E-01
DENND5B,0.0345504,NA,9.77E-01
ETFBKMT,-2.0207296,NA,2.43E-01
RESF1,1.2534513,NA,5.25E-01
BICD1,1.1431167,NA,3.59E-01
FGD4,0.9736636,NA,5.43E-01
ALG10,-1.6125355,NA,3.80E-01
KIF21A,-0.9964915,NA,5.88E-01
ABCD2,0.6244632,NA,6.38E-01
SLC2A13,1.2670594,NA,4.26E-01
LRRK2,-0.1520292,NA,9.22E-01
YAF2,-0.5599116,NA,7.29E-01
PPHLN1,-0.8416871,NA,6.54E-01
ANO6,-0.0477073,NA,9.75E-01
SCAF11,-0.828501,NA,6.50E-01
SLC38A1,1.8364054,NA,2.29E-01
RPAP3-DT,-0.0984969,NA,9.65E-01
RAPGEF3,-0.7348417,NA,5.37E-01
SLC48A1,-0.4500127,NA,7.54E-01
HDAC7,0.352163,NA,7.23E-01
VDR,-0.1206218,NA,9.49E-01
COL2A1,0.9254327,NA,5.09E-01
LOC105369750,0.4710571,NA,7.73E-01
PFKM,1.1409037,NA,2.44E-01
ZNF641,-0.9621376,NA,5.67E-01
ADCY6,-1.2383359,NA,4.16E-01
CACNB3,-2.167149,NA,1.92E-01
ARF3,-0.4412626,NA,7.62E-01
WNT10B,-1.0120211,NA,5.62E-01
LMBR1L,1.5952813,NA,2.97E-01
TROAP,1.450818,NA,3.55E-01
SPATS2,1.5815871,NA,3.94E-01
MCRS1,1.9476785,NA,2.30E-01
PRPF40B,1.2067046,NA,3.70E-01
FMNL3,1.4846727,NA,2.47E-01
NCKAP5L,0.3761071,NA,7.89E-01
FAIM2,0.0043482,NA,9.98E-01
RACGAP1,-2.0127326,NA,2.13E-01
ASIC1,1.3577401,NA,3.93E-01
SMARCD1,-0.7353813,NA,6.51E-01
GPD1,0.4953958,NA,7.92E-01
FAM186A,-0.7967799,NA,5.75E-01
LARP4,-0.5760428,NA,7.72E-01
DIP2B,1.255818,NA,3.63E-01
SLC11A2,-0.9972508,NA,4.75E-01
LETMD1,-2.4422744,NA,1.23E-01
POU6F1,0.3268301,NA,7.73E-01
BIN2,-0.948881,NA,4.87E-01
GALNT6,-1.3559843,NA,3.66E-01
SLC4A8,-1.0604967,NA,5.13E-01
SCN8A,-0.7459464,NA,6.42E-01
FIGNL2,0.1788576,NA,8.98E-01
ACVRL1,-0.3322695,NA,8.51E-01
ACVR1B,-1.9977928,NA,1.91E-01
TAMALIN-AS1,-2.664692,NA,1.63E-01
TAMALIN,-1.384401,NA,4.35E-01
NR4A1,1.6562434,NA,3.04E-01
LINC02874,-0.2440692,NA,8.96E-01
KRT86,2.3490491,NA,1.68E-01
KRT74,0.9444331,NA,5.84E-01
KRT73,-1.4125367,NA,3.08E-01
KRT2,-1.2509139,NA,5.31E-01
KRT77,-1.1982991,NA,4.30E-01
EIF4B,2.1915606,NA,1.68E-01
TNS2,1.0540414,NA,3.81E-01
SOAT2,-3.4456617,NA,2.25E-02
CSAD,0.6842414,NA,5.44E-01
ZNF740,-0.9974674,NA,5.37E-01
ITGB7,1.9252601,NA,2.01E-01
ESPL1,-0.2049932,NA,8.68E-01
MAP3K12,0.6486982,NA,6.68E-01
ATF7,0.9155345,NA,6.27E-01
CALCOCO1,0.1657195,NA,8.18E-01
CISTR,-0.9830524,NA,5.88E-01
CBX5,0.2786366,NA,8.14E-01
HNRNPA1,1.9768124,NA,1.56E-01
ITGA5,-0.5089072,NA,7.52E-01
NCKAP1L,-0.1169841,NA,9.39E-01
PDE1B,-0.4509545,NA,7.24E-01
TESPA1,0.0341706,NA,9.83E-01
ITGA7,0.5520214,NA,6.77E-01
GDF11,0.0396439,NA,9.79E-01
SUOX,0.2750768,NA,8.92E-01
IKZF4,-0.4284377,NA,7.67E-01
ERBB3,1.1477788,NA,4.05E-01
ESYT1,4.3900494,NA,5.86E-03
MYL6,0.7704409,NA,6.76E-01
SMARCC2,-0.1910677,NA,8.83E-01
RNF41,-0.207071,NA,8.67E-01
PAN2,1.3713286,NA,3.29E-01
STAT2,0.3628585,NA,8.40E-01
SPRYD4,-2.7373316,NA,2.19E-02
GLS2,-2.0396625,NA,2.60E-01
RBMS2,-2.3707577,NA,1.01E-01
BAZ2A,0.0416512,NA,9.77E-01
NACA,-0.1865486,NA,8.82E-01
ZBTB39,1.8926743,NA,3.66E-01
MYO1A,-1.3641594,NA,3.27E-01
STAT6,1.1751141,NA,4.56E-01
R3HDM2,-0.9991978,NA,5.33E-01
KIF5A,2.0733767,NA,8.00E-02
ARHGEF25,-0.0562466,NA,9.72E-01
B4GALNT1,-0.9345577,NA,5.70E-01
OS9,-0.1844016,NA,9.07E-01
AGAP2,-2.0085532,NA,9.92E-02
AVIL,-0.5095131,NA,7.42E-01
CTDSP2,0.0653102,NA,9.58E-01
SLC16A7,-0.7760217,NA,6.15E-01
USP15,0.144644,NA,9.36E-01
MON2,0.8830301,NA,5.57E-01
PPM1H,0.1283412,NA,9.38E-01
DPY19L2,-2.5552979,NA,6.82E-02
SRGAP1,-2.0782801,NA,6.98E-02
XPOT,-0.2799361,NA,8.58E-01
RASSF3,4.2365188,NA,4.05E-03
CAND1,0.7892073,NA,6.60E-01
LOC107984526,-2.0458439,NA,2.02E-01
NUP107,0.3962407,NA,8.39E-01
SLC35E3,-0.8201865,NA,5.74E-01
MDM2,-1.1686812,NA,4.73E-01
FRS2,-1.0280363,NA,5.40E-01
RAB3IP,0.6507392,NA,6.44E-01
PTPRB,0.4047574,NA,7.32E-01
ZFC3H1,1.4513567,NA,3.88E-01
RAB21,-0.2286506,NA,8.40E-01
TRHDE,-0.7734723,NA,6.59E-01
KRR1,-2.7775876,NA,4.01E-02
NAV3,-0.0532375,NA,9.66E-01
SYT1,0.0469457,NA,9.77E-01
PAWR,0.7464282,NA,6.05E-01
OTOGL,-1.527518,NA,3.14E-01
PPFIA2,-0.5092239,NA,7.28E-01
METTL25,-0.0407444,NA,9.80E-01
SLC6A15,-1.4176508,NA,4.48E-01
LRRIQ1,-2.7053921,NA,7.34E-02
CEP290,0.0607562,NA,9.70E-01
ATP2B1,0.9995073,NA,5.60E-01
LINC02391,0.7403796,NA,6.82E-01
NUDT4,0.8610058,NA,5.48E-01
MRPL42,-0.1196564,NA,9.35E-01
PLXNC1,1.2584079,NA,4.17E-01
CEP83,-0.3411604,NA,7.43E-01
VEZT,0.9754329,NA,5.42E-01
NTN4,-1.0788965,NA,5.26E-01
CDK17,-0.1652394,NA,9.20E-01
CFAP54,0.3047393,NA,8.61E-01
ANKS1B,-0.6420464,NA,5.43E-01
BLTP3B,0.3011227,NA,8.74E-01
GOLGA2P5,1.0858095,NA,5.07E-01
DEPDC4,-1.8208513,NA,3.08E-01
MYBPC1,0.2063513,NA,9.05E-01
IGF1,-0.2635326,NA,8.52E-01
C12orf42,-0.2250001,NA,8.89E-01
STAB2,-0.2364194,NA,8.50E-01
NT5DC3,-1.6814254,NA,1.36E-01
HSP90B1,1.2172259,NA,3.39E-01
CHST11,-0.1437855,NA,9.38E-01
SLC41A2,-0.761741,NA,6.27E-01
NOPCHAP1,-1.2786967,NA,3.86E-01
APPL2,-1.1086432,NA,3.48E-01
POLR3B,-1.1827387,NA,4.23E-01
RFX4,0.0519551,NA,9.77E-01
RIC8B,-0.509163,NA,6.88E-01
WSCD2,0.0827304,NA,9.59E-01
SART3,0.0805719,NA,9.68E-01
SELPLG,0.6779732,NA,7.22E-01
CORO1C,-0.0046171,NA,9.97E-01
SSH1,-0.6548714,NA,3.92E-01
SVOP,1.0676554,NA,5.44E-01
FOXN4,0.1293368,NA,9.27E-01
UBE3B,0.6456132,NA,6.44E-01
TCHP,-0.0340431,NA,9.86E-01
GIT2,1.6871624,NA,3.03E-01
ATP2A2,0.9396342,NA,5.33E-01
PHETA1,-0.3039977,NA,8.71E-01
SH2B3,-0.0523606,NA,9.68E-01
ACAD10,0.8305283,NA,6.46E-01
ALDH2,0.4518271,NA,7.14E-01
MAPKAPK5-AS1,1.9127128,NA,2.04E-01
MAPKAPK5,0.8499216,NA,5.73E-01
NAA25,0.1616325,NA,9.23E-01
RPL6,1.194118,NA,4.30E-01
PTPN11,-0.3203784,NA,8.33E-01
RPH3A,-1.0844305,NA,4.64E-01
OAS1,-0.5203818,NA,7.34E-01
DTX1,-0.9724626,NA,5.08E-01
RASAL1,-0.2691729,NA,8.09E-01
DDX54,0.9474257,NA,5.95E-01
SLC8B1,1.6151933,NA,3.19E-01
PLBD2,-1.2872955,NA,4.38E-01
RBM19,0.9696438,NA,5.29E-01
LOC105369993,0.1611233,NA,9.27E-01
TBX5,-1.8399881,NA,2.73E-01
LOC105369998,-0.7989246,NA,6.81E-01
TBX3,-0.5639783,NA,7.04E-01
LOC102723639,-1.5802784,NA,2.81E-01
MED13L,0.7521588,NA,6.24E-01
RNFT2,-1.0387139,NA,5.34E-01
FBXW8,-0.7738797,NA,6.74E-01
VSIG10,-1.474665,NA,4.15E-01
SRRM4,-0.1704041,NA,8.85E-01
TMEM233,1.5982536,NA,3.04E-01
CIT,-0.6562912,NA,4.49E-01
BICDL1,-0.0464294,NA,9.71E-01
PXN,-0.6401574,NA,5.93E-01
MSI1,0.9065245,NA,5.36E-01
RNF10,-1.0534367,NA,4.49E-01
CABP1,0.1729766,NA,9.01E-01
MLEC,0.2602659,NA,8.90E-01
SPPL3,1.1820458,NA,5.55E-01
CAMKK2,0.1582479,NA,9.20E-01
ANAPC5,0.996291,NA,5.58E-01
KDM2B,1.614929,NA,1.98E-01
TMEM120B,-0.3251488,NA,8.57E-01
RHOF,0.585119,NA,7.58E-01
LOC107984442,-0.2285583,NA,9.07E-01
SETD1B,2.1387124,NA,5.49E-02
HPD,-1.2283007,NA,4.08E-01
LOC105370035,0.1875199,NA,9.14E-01
MLXIP,0.4901726,NA,5.93E-01
LRRC43,-1.3590653,NA,3.91E-01
CLIP1,-0.0007045,NA,1
RSRC2,-0.5016217,NA,7.72E-01
HCAR1,2.23503,NA,1.78E-01
HIP1R,-1.2661233,NA,2.49E-01
VPS37B,0.1816898,NA,9.18E-01
ABCB9,-0.3997832,NA,7.18E-01
MPHOSPH9,1.586834,NA,3.29E-01
SBNO1,0.3930577,NA,8.34E-01
RILPL1,-0.614734,NA,7.12E-01
EIF2B1,1.0084317,NA,5.32E-01
DNAH10,1.3604779,NA,1.63E-01
SCARB1,-2.0329263,NA,1.27E-01
DHX37,1.0063519,NA,5.56E-01
AACS,-0.5440006,NA,7.07E-01
TMEM132B,2.3000995,NA,9.20E-02
GLT1D1,0.8829956,NA,6.08E-01
TMEM132D,2.1276943,NA,1.71E-01
FZD10-AS1,-1.5571698,NA,3.13E-01
PIWIL1,-1.8804758,NA,2.15E-01
RIMBP2,0.0948451,NA,9.33E-01
STX2,0.7622914,NA,5.75E-01
ADGRD1,-1.2166088,NA,3.63E-01
LOC101929974,1.2177108,NA,5.03E-01
LOC105370087,0.4679816,NA,7.57E-01
SFSWAP,0.9581453,NA,4.90E-01
MMP17,2.6883304,NA,1.65E-01
PUS1,-0.9596192,NA,4.56E-01
DDX51,1.7920771,NA,3.09E-01
GALNT9,-0.4110777,NA,8.19E-01
LOC105370092,-0.8432076,NA,5.10E-01
FBRSL1,1.308085,NA,1.67E-01
POLE,-1.246116,NA,3.49E-01
ANKLE2,-2.0877564,NA,1.80E-01
GOLGA3,1.1399795,NA,3.45E-01
CHFR,-1.0843619,NA,4.40E-01
ZNF605,-1.2095157,NA,4.15E-01
ZNF26,-0.9341401,NA,5.14E-01
ZNF268,-0.7814321,NA,7.14E-01
FAM230C,-0.3843983,NA,8.16E-01
PSPC1,-0.2448698,NA,8.80E-01
ZMYM2,-0.080715,NA,9.53E-01
GJA3,1.0149151,NA,5.34E-01
IL17D,0.5704806,NA,7.72E-01
XPO4,0.0923799,NA,9.41E-01
LATS2,-2.0973698,NA,2.35E-01
LOC105370105,-1.1620634,NA,4.45E-01
SACS,1.3339636,NA,4.45E-01
SPATA13,-0.8276468,NA,5.14E-01
ATP12A,-1.7625325,NA,2.63E-01
RNF17,-0.711632,NA,5.47E-01
AMER2,-0.4581893,NA,7.20E-01
ATP8A2,0.6762833,NA,5.36E-01
USP12,3.453155,NA,4.43E-02
MTIF3,-2.6891448,NA,1.07E-01
PAN3,0.5365789,NA,7.64E-01
FLT1,-0.8037369,NA,4.68E-01
SLC46A3,-2.5824656,NA,1.72E-01
MTUS2,-1.6297779,NA,2.14E-01
SLC7A1,0.2268193,NA,8.92E-01
HMGB1,4.672394,NA,1.37E-03
LOC105370152,-1.3760497,NA,4.40E-01
FRY-AS1,-0.9990191,NA,5.49E-01
FRY,-0.2686148,NA,7.68E-01
BRCA2,0.9883273,NA,5.42E-01
N4BP2L2,0.3255059,NA,8.24E-01
PDS5B,1.0792237,NA,5.47E-01
NBEA,-1.0920686,NA,4.33E-01
DCLK1,0.4006334,NA,7.96E-01
SMAD9,-0.4322025,NA,7.90E-01
TRPC4,-2.1366755,NA,2.62E-01
FREM2,-1.7869263,NA,1.77E-01
PROSER1,-0.5473384,NA,7.36E-01
NAA16,-1.8281261,NA,2.98E-01
RGCC,0.3033899,NA,8.72E-01
VWA8,-0.4386811,NA,7.93E-01
DGKH,1.0256829,NA,5.30E-01
TNFSF11,1.5932358,NA,3.85E-01
EPSTI1,-0.3490843,NA,8.55E-01
ENOX1,-0.2755801,NA,8.34E-01
LOC105370182,-0.3919924,NA,8.31E-01
TSC22D1,1.8207185,NA,2.93E-01
SLC25A30,0.5256809,NA,7.59E-01
ZC3H13,0.99237,NA,4.84E-01
ITM2B,2.0635462,NA,2.39E-01
SERPINE3,1.3832912,NA,3.66E-01
INTS6,-0.2256623,NA,8.85E-01
WDFY2,-0.0315713,NA,9.80E-01
DHRS12,-0.0422148,NA,9.80E-01
ATP7B,1.2948556,NA,4.77E-01
NEK5,0.5285405,NA,7.29E-01
SUGT1,1.9701891,NA,2.76E-01
PRR20B,-0.4116354,NA,8.06E-01
PRR20C,0.0902081,NA,9.52E-01
PRR20D,0.4404706,NA,8.01E-01
DIAPH3,-1.1384029,NA,5.08E-01
OR7E156P,-0.8875865,NA,6.44E-01
PCDH9,0.04598,NA,9.65E-01
DACH1,-0.5513413,NA,7.08E-01
TBC1D4,2.1792566,NA,1.97E-01
LMO7,-0.5996545,NA,6.72E-01
KCTD12,-0.8747074,NA,5.79E-01
EDNRB,0.2102844,NA,9.00E-01
RBM26,-0.0794986,NA,9.63E-01
SLITRK5,-0.2471371,NA,8.54E-01
GPC5,1.0587475,NA,6.10E-01
GPC6,-1.7536575,NA,1.55E-01
ABCC4,0.6380626,NA,6.87E-01
DZIP1,0.0851767,NA,9.55E-01
UGGT2,1.3949191,NA,4.56E-01
HS6ST3,-1.3699042,NA,3.01E-01
FARP1,2.5127653,NA,8.36E-02
STK24,0.1568847,NA,9.08E-01
DOCK9,-1.3688815,NA,3.98E-01
ZIC5,0.691556,NA,7.08E-01
PCCA,0.1579269,NA,9.22E-01
FGF14,-0.9650559,NA,5.39E-01
TPP2,1.192951,NA,4.67E-01
CCDC168,1.0766105,NA,5.16E-01
EFNB2,-0.5080876,NA,6.97E-01
NALF1,-0.7426214,NA,6.81E-01
MYO16,-0.2996967,NA,8.68E-01
IRS2,1.0710562,NA,5.37E-01
LOC112268112,1.2863088,NA,4.91E-01
LINC03032,-1.4815965,NA,4.38E-01
COL4A1,-0.3369393,NA,7.87E-01
COL4A2,-1.4416494,NA,2.67E-01
CARS2,1.418788,NA,3.45E-01
ING1,0.436643,NA,8.12E-01
PRECSIT,-2.2245213,NA,1.67E-01
ARHGEF7,0.2621405,NA,7.87E-01
TEX29,-0.6667318,NA,7.42E-01
ATP11A,1.5552154,NA,1.84E-01
MCF2L,1.1129079,NA,4.25E-01
LOC107984591,1.4055912,NA,4.64E-01
CUL4A,-0.4274295,NA,8.09E-01
LAMP1,0.9774659,NA,5.92E-01
GRTP1,-0.8286195,NA,4.92E-01
LOC101928841,0.3468934,NA,8.04E-01
DCUN1D2,0.8904331,NA,5.64E-01
TMCO3,0.0428562,NA,9.78E-01
GRK1,0.4840927,NA,7.53E-01
TMEM255B,0.9720306,NA,3.79E-01
GAS6,2.0373584,NA,1.32E-01
C13orf46,-1.1437547,NA,1.65E-01
RASA3,0.7858553,NA,3.64E-01
POTEM,0.9806596,NA,4.92E-01
DUXAP9,-1.687645,NA,2.21E-01
DUXAP10,-0.233718,NA,8.77E-01
LINC01297,0.18714,NA,9.19E-01
POTEG,1.0039401,NA,6.27E-01
TTC5,-1.5309086,NA,2.91E-01
TEP1,-0.733428,NA,4.27E-01
LOC107984705,-0.0962523,NA,9.48E-01
ARHGEF40,-0.5085475,NA,7.06E-01
HNRNPC,0.8142487,NA,5.66E-01
SUPT16H,2.0353447,NA,3.02E-01
CHD8,-1.12915,NA,3.58E-01
SALL2,-0.1316925,NA,9.43E-01
LRP10,0.4810567,NA,7.76E-01
RBM23,-0.9909998,NA,5.73E-01
AJUBA,-0.8135459,NA,5.44E-01
C14orf93,-1.4700077,NA,2.80E-01
CDH24,0.335615,NA,8.13E-01
ACIN1,-0.4425822,NA,7.66E-01
CIROP,-1.4846351,NA,3.09E-01
SLC7A8,0.919636,NA,4.96E-01
BCL2L2,1.6085792,NA,4.31E-01
SLC22A17,0.9521823,NA,5.16E-01
EFS,-1.8280777,NA,2.80E-01
MYH7,1.0289144,NA,3.82E-01
THTPA,0.2651034,NA,8.96E-01
JPH4,0.0935333,NA,9.47E-01
DHRS4-AS1,-1.9118637,NA,3.22E-01
CARMIL3,-0.2465731,NA,8.24E-01
CPNE6,-0.9832508,NA,5.00E-01
DCAF11,0.0529162,NA,9.79E-01
IPO4,-1.2870589,NA,3.79E-01
GMPR2,-0.3224755,NA,8.44E-01
TGM1,1.3301209,NA,4.05E-01
RABGGTA,-2.5482915,NA,2.56E-01
NOP9,-0.8783327,NA,5.38E-01
CIDEB,-1.1394344,NA,4.17E-01
ADCY4,-0.6515206,NA,5.95E-01
NFATC4,0.9940717,NA,5.04E-01
NYNRIN,-0.1168276,NA,9.21E-01
KHNYN,-1.2668238,NA,2.97E-01
NOVA1,-0.730238,NA,7.52E-01
STRN3,-1.2666167,NA,4.39E-01
AP4S1,-2.2341571,NA,1.83E-01
HECTD1,1.4411042,NA,3.63E-01
HEATR5A,-1.0820514,NA,5.49E-01
ARHGAP5,1.1683853,NA,4.75E-01
AKAP6,-1.8199412,NA,1.44E-01
RALGAPA1,-2.4172725,NA,1.63E-01
PAX9,-2.1993334,NA,2.18E-01
MIPOL1,-2.8789762,NA,7.34E-02
TTC6,0.9828298,NA,4.81E-01
LINC00639,-0.2006986,NA,9.17E-01
LOC105370461,0.2448951,NA,8.69E-01
TOGARAM1,0.7995383,NA,6.55E-01
MIS18BP1,-0.6699512,NA,6.62E-01
MDGA2,0.0911472,NA,9.61E-01
RPS29,0.4056677,NA,7.98E-01
KLHDC2,-1.1751226,NA,5.26E-01
NEMF,-0.4668005,NA,7.96E-01
LINC01588,-2.0289683,NA,1.87E-01
DMAC2L,-0.4106335,NA,8.01E-01
CDKL1,-1.0989491,NA,4.44E-01
MAP4K5,-1.8025405,NA,2.30E-01
NIN,0.0500339,NA,9.59E-01
TRIM9,-1.1628825,NA,4.51E-01
FRMD6,0.5626178,NA,7.44E-01
LOC101927598,-2.4382712,NA,4.90E-02
GPR137C,0.3220016,NA,8.64E-01
LOC105370500,0.9063405,NA,5.97E-01
DDHD1,-1.3998588,NA,3.02E-01
LOC105370504,-0.6650809,NA,5.63E-01
SAMD4A,0.8587185,NA,4.76E-01
KTN1,-0.2823583,NA,8.52E-01
LOC107984656,0.438686,NA,7.63E-01
SLC35F4,-0.0667747,NA,9.64E-01
ARMH4,-2.4047459,NA,1.41E-01
ARID4A,0.4279442,NA,8.04E-01
KIAA0586,-0.3816522,NA,7.82E-01
PCNX4,-1.2636393,NA,4.72E-01
PRKCH,0.717652,NA,6.51E-01
SYT16,-1.018982,NA,4.33E-01
KCNH5,-1.4228891,NA,4.45E-01
PPP2R5E,-0.9299641,NA,5.80E-01
ESR2,0.0770319,NA,9.59E-01
MTHFD1,-1.8174696,NA,2.51E-01
ZBTB25,-1.9533394,NA,1.79E-01
PLEKHG3,-0.3480576,NA,7.34E-01
RAB15,-1.1146566,NA,4.76E-01
TMEM229B,1.1587794,NA,4.47E-01
PLEKHH1,-0.7513423,NA,6.23E-01
ZFYVE26,-0.0736983,NA,9.41E-01
GALNT16,0.7261503,NA,6.50E-01
PLEKHD1,1.0944384,NA,4.80E-01
SUSD6,1.0454997,NA,5.63E-01
SLC8A3,0.2459545,NA,8.58E-01
MED6,0.4525235,NA,7.92E-01
PCNX1,1.4465432,NA,3.72E-01
SIPA1L1,-0.7377029,NA,5.92E-01
DPF3,-1.9923083,NA,1.59E-01
DCAF4,-0.2598972,NA,8.94E-01
ZFYVE1,-2.6349196,NA,9.91E-02
PAPLN,0.4251506,NA,7.35E-01
HEATR4,1.4516376,NA,3.57E-01
MIDEAS,0.0336365,NA,9.83E-01
ZNF410,-0.9512677,NA,6.38E-01
ENTPD5,-0.91692,NA,5.25E-01
ABCD4,-0.5362845,NA,6.78E-01
AREL1,-0.2016416,NA,8.97E-01
YLPM1,-0.2263353,NA,8.88E-01
PROX2,-1.3526291,NA,4.48E-01
RPS6KL1,0.2977567,NA,8.56E-01
MLH3,-1.0232333,NA,5.55E-01
NEK9,-0.6237568,NA,6.49E-01
JDP2,-0.6801356,NA,6.29E-01
TTLL5,-0.1151987,NA,9.52E-01
GPATCH2L,-0.9099158,NA,3.72E-01
ESRRB,-0.4523421,NA,8.06E-01
VASH1,0.070176,NA,9.74E-01
CIPC,-0.6967259,NA,7.00E-01
ZDHHC22,-0.5052911,NA,7.41E-01
TMEM63C,-0.4539554,NA,6.88E-01
POMT2,-1.0203026,NA,5.53E-01
ISM2,-0.1135059,NA,9.58E-01
ADCK1,-1.0708962,NA,4.44E-01
NRXN3,0.6173225,NA,5.86E-01
LOC112268125,-3.9362096,NA,3.15E-02
LOC105370583,-1.2887068,NA,5.27E-01
